€09/25/02 15:34:48.326 core/Log             FILE OPENED€
€09/25/02 15:37:22.695 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:22.917 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:37:22.945 J1850               BusAck $1 $60€
€09/25/02 15:37:22.983 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:23.156 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:37:23.188 J1850               BusAck $1 $60€
€09/25/02 15:37:23.214 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:24.256 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:37:24.291 J1850               BusAck $1 $60€
€09/25/02 15:37:24.336 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:24.569 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:37:24.592 J1850               BusAck $1 $60€
€09/25/02 15:37:24.653 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:24.891 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:37:24.914 J1850               BusAck $1 $60€
€09/25/02 15:37:25.004 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:25.204 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:37:25.231 J1850               BusAck $1 $60€
€09/25/02 15:37:25.321 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:25.524 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:37:25.573 J1850               BusAck $1 $60€
€09/25/02 15:37:25.634 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:25.821 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:37:25.865 J1850               BusAck $1 $60€
€09/25/02 15:37:25.920 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:26.144 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:37:26.177 J1850               BusAck $1 $60€
€09/25/02 15:37:26.207 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:26.402 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:37:26.446 J1850               BusAck $1 $60€
€09/25/02 15:37:26.522 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:26.752 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:37:26.787 J1850               BusAck $1 $60€
€09/25/02 15:37:26.850 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:27.034 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:37:27.068 J1850               BusAck $1 $60€
€09/25/02 15:37:27.112 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:27.338 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:37:27.361 J1850               BusAck $1 $60€
€09/25/02 15:37:27.389 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:27.606 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:37:27.654 J1850               BusAck $1 $60€
€09/25/02 15:37:27.691 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:27.927 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:37:27.948 J1850               BusAck $1 $60€
€09/25/02 15:37:27.975 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:28.177 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:37:28.205 J1850               BusAck $1 $60€
€09/25/02 15:37:28.260 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:29.226 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:37:29.267 J1850               BusAck $1 $60€
€09/25/02 15:37:29.326 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:29.555 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:37:29.579 J1850               BusAck $1 $60€
€09/25/02 15:37:29.614 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:29.849 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:37:29.872 J1850               BusAck $1 $60€
€09/25/02 15:37:29.945 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:30.129 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:37:30.151 J1850               BusAck $1 $60€
€09/25/02 15:37:30.215 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:30.424 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:37:30.454 J1850               BusAck $1 $60€
€09/25/02 15:37:30.490 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:30.700 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:37:30.720 J1850               BusAck $1 $60€
€09/25/02 15:37:30.768 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:30.967 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:37:30.999 J1850               BusAck $1 $60€
€09/25/02 15:37:31.034 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:31.225 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:37:31.254 J1850               BusAck $1 $60€
€09/25/02 15:37:31.286 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:31.483 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:37:31.515 J1850               BusAck $1 $60€
€09/25/02 15:37:31.571 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:31.794 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:37:31.826 J1850               BusAck $1 $60€
€09/25/02 15:37:31.872 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:32.053 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:37:32.095 J1850               BusAck $1 $60€
€09/25/02 15:37:32.168 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:32.326 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:37:32.379 J1850               BusAck $1 $60€
€09/25/02 15:37:32.437 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:32.650 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:37:32.680 J1850               BusAck $1 $60€
€09/25/02 15:37:32.734 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:32.961 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:37:32.999 J1850               BusAck $1 $60€
€09/25/02 15:37:33.035 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:33.253 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:37:33.288 J1850               BusAck $1 $60€
€09/25/02 15:37:33.344 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:34.278 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:37:34.323 J1850               BusAck $1 $60€
€09/25/02 15:37:34.351 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:34.591 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:37:34.618 J1850               BusAck $1 $60€
€09/25/02 15:37:34.642 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:34.849 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:37:34.903 J1850               BusAck $1 $60€
€09/25/02 15:37:34.940 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:35.103 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:37:35.161 J1850               BusAck $1 $60€
€09/25/02 15:37:35.210 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:35.418 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:37:35.454 J1850               BusAck $1 $60€
€09/25/02 15:37:35.501 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:35.696 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:37:35.755 J1850               BusAck $1 $60€
€09/25/02 15:37:35.797 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:36.001 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:37:36.038 J1850               BusAck $1 $60€
€09/25/02 15:37:36.076 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:36.272 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:37:36.319 J1850               BusAck $1 $60€
€09/25/02 15:37:36.384 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:36.652 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:37:36.679 J1850               BusAck $1 $60€
€09/25/02 15:37:36.702 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:36.948 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:37:36.972 J1850               BusAck $1 $60€
€09/25/02 15:37:37.012 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:37.233 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:37:37.260 J1850               BusAck $1 $60€
€09/25/02 15:37:37.287 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:37.499 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:37:37.522 J1850               BusAck $1 $60€
€09/25/02 15:37:37.585 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:39.026 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:37:39.048 J1850               BusAck $1 $60€
€09/25/02 15:37:39.123 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:39.343 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:37:39.388 J1850               BusAck $1 $60€
€09/25/02 15:37:39.439 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:39.590 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:37:39.611 J1850               BusAck $1 $60€
€09/25/02 15:37:39.690 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:39.874 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:37:39.898 J1850               BusAck $1 $60€
€09/25/02 15:37:39.922 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:40.158 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:37:40.182 J1850               BusAck $1 $60€
€09/25/02 15:37:40.259 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:40.476 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:37:40.498 J1850               BusAck $1 $60€
€09/25/02 15:37:40.564 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:40.763 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:37:40.818 J1850               BusAck $1 $60€
€09/25/02 15:37:40.886 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:41.110 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:37:41.152 J1850               BusAck $1 $60€
€09/25/02 15:37:41.214 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:41.451 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:37:41.492 J1850               BusAck $1 $60€
€09/25/02 15:37:41.544 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:41.698 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:37:41.733 J1850               BusAck $1 $60€
€09/25/02 15:37:41.772 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:41.974 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:37:42.035 J1850               BusAck $1 $60€
€09/25/02 15:37:42.092 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:42.266 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:37:42.305 J1850               BusAck $1 $60€
€09/25/02 15:37:42.364 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:42.581 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:37:42.607 J1850               BusAck $1 $60€
€09/25/02 15:37:42.626 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:42.832 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:37:42.881 J1850               BusAck $1 $60€
€09/25/02 15:37:42.921 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:44.216 J1850               Tx $24 $10 $22 $1 $88 $0€
€09/25/02 15:37:44.241 J1850               BusAck $1 $60€
€09/25/02 15:37:44.269 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:44.323 J1850               Tx $24 $10 $22 $1 $88 $0€
€09/25/02 15:37:44.418 J1850               BusAck $1 $60€
€09/25/02 15:37:44.467 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:44.541 J1850               Tx $24 $10 $22 $1 $88 $0€
€09/25/02 15:37:44.616 J1850               BusAck $1 $60€
€09/25/02 15:37:44.652 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:44.703 J1850               Tx $24 $10 $22 $1 $88 $0€
€09/25/02 15:37:44.797 J1850               BusAck $1 $60€
€09/25/02 15:37:44.818 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:44.895 J1850               Tx $24 $10 $22 $1 $88 $0€
€09/25/02 15:37:44.970 J1850               BusAck $1 $60€
€09/25/02 15:37:45.021 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:37:45.237 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:37:45.271 J1850               BusAck $1 $60€
€09/25/02 15:37:45.352 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:37:45.601 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:37:45.634 J1850               BusAck $1 $60€
€09/25/02 15:37:45.671 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:37:45.855 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:37:45.901 J1850               BusAck $1 $60€
€09/25/02 15:37:45.937 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:37:46.077 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:37:46.102 J1850               BusAck $1 $60€
€09/25/02 15:37:46.172 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:37:46.358 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:37:46.383 J1850               BusAck $1 $60€
€09/25/02 15:37:46.449 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:37:46.635 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:37:46.667 J1850               BusAck $1 $60€
€09/25/02 15:37:46.689 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:37:46.889 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:37:46.921 J1850               BusAck $1 $60€
€09/25/02 15:37:46.973 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:37:47.123 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:37:47.145 J1850               BusAck $1 $60€
€09/25/02 15:37:47.177 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:37:47.355 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:37:47.405 J1850               BusAck $1 $60€
€09/25/02 15:37:47.444 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:37:47.585 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:37:47.638 J1850               BusAck $1 $60€
€09/25/02 15:37:47.685 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:37:47.875 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:37:47.904 J1850               BusAck $1 $60€
€09/25/02 15:37:47.951 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:37:48.947 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:37:48.969 J1850               BusAck $1 $60€
€09/25/02 15:37:49.034 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:37:49.196 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:37:49.223 J1850               BusAck $1 $60€
€09/25/02 15:37:49.295 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:37:49.432 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:37:49.461 J1850               BusAck $1 $60€
€09/25/02 15:37:49.517 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:37:49.675 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:37:49.714 J1850               BusAck $1 $60€
€09/25/02 15:37:49.746 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:37:49.914 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:37:49.941 J1850               BusAck $1 $60€
€09/25/02 15:37:49.982 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:37:50.182 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:37:50.213 J1850               BusAck $1 $60€
€09/25/02 15:37:50.234 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:37:50.373 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:37:50.432 J1850               BusAck $1 $60€
€09/25/02 15:37:50.473 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:37:50.665 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:37:50.710 J1850               BusAck $1 $60€
€09/25/02 15:37:50.776 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:37:50.946 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:37:50.999 J1850               BusAck $1 $60€
€09/25/02 15:37:51.054 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:37:51.249 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:37:51.294 J1850               BusAck $1 $60€
€09/25/02 15:37:51.342 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:37:51.531 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:37:51.592 J1850               BusAck $1 $60€
€09/25/02 15:37:51.649 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:37:51.842 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:37:51.912 J1850               BusAck $1 $60€
€09/25/02 15:37:51.941 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:37:52.102 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:37:52.124 J1850               BusAck $1 $60€
€09/25/02 15:37:52.192 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:37:52.393 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:37:52.422 J1850               BusAck $1 $60€
€09/25/02 15:37:52.449 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:37:53.539 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:37:53.590 J1850               BusAck $1 $60€
€09/25/02 15:37:53.652 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:37:53.808 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:37:53.835 J1850               BusAck $1 $60€
€09/25/02 15:37:53.908 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:37:54.128 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:37:54.172 J1850               BusAck $1 $60€
€09/25/02 15:37:54.235 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:37:54.396 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:37:54.452 J1850               BusAck $1 $60€
€09/25/02 15:37:54.502 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:37:54.697 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:37:54.741 J1850               BusAck $1 $60€
€09/25/02 15:37:54.805 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:37:55.016 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:37:55.048 J1850               BusAck $1 $60€
€09/25/02 15:37:55.083 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:37:55.230 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:37:55.267 J1850               BusAck $1 $60€
€09/25/02 15:37:55.332 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:37:55.509 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:37:55.533 J1850               BusAck $1 $60€
€09/25/02 15:37:55.565 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:37:55.749 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:37:55.783 J1850               BusAck $1 $60€
€09/25/02 15:37:55.844 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:37:55.986 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:37:56.014 J1850               BusAck $1 $60€
€09/25/02 15:37:56.062 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:37:56.258 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:37:56.294 J1850               BusAck $1 $60€
€09/25/02 15:37:56.338 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:37:56.482 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:37:56.518 J1850               BusAck $1 $60€
€09/25/02 15:37:56.565 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:37:56.765 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:37:56.797 J1850               BusAck $1 $60€
€09/25/02 15:37:56.839 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:37:57.048 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:37:57.079 J1850               BusAck $1 $60€
€09/25/02 15:37:57.117 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:37:57.285 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:37:57.318 J1850               BusAck $1 $60€
€09/25/02 15:37:57.378 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:37:57.528 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:37:57.577 J1850               BusAck $1 $60€
€09/25/02 15:37:57.631 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:37:58.705 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:37:58.754 J1850               BusAck $1 $60€
€09/25/02 15:37:58.804 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:37:59.009 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:37:59.039 J1850               BusAck $1 $60€
€09/25/02 15:37:59.082 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:37:59.282 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:37:59.319 J1850               BusAck $1 $60€
€09/25/02 15:37:59.358 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:37:59.505 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:37:59.556 J1850               BusAck $1 $60€
€09/25/02 15:37:59.600 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:37:59.776 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:37:59.807 J1850               BusAck $1 $60€
€09/25/02 15:37:59.871 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:38:00.166 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:38:00.196 J1850               BusAck $1 $60€
€09/25/02 15:38:00.219 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:38:00.422 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:38:00.452 J1850               BusAck $1 $60€
€09/25/02 15:38:00.506 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:38:01.002 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:38:01.026 J1850               BusAck $1 $60€
€09/25/02 15:38:01.072 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:38:01.277 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:38:01.311 J1850               BusAck $1 $60€
€09/25/02 15:38:01.370 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:38:01.561 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:38:01.586 J1850               BusAck $1 $60€
€09/25/02 15:38:01.620 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:38:01.811 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:38:01.854 J1850               BusAck $1 $60€
€09/25/02 15:38:01.890 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
€09/25/02 15:38:02.295 J1850               Tx $24 $10 $22 $3 $bf $0€
€09/25/02 15:38:02.335 J1850               BusAck $1 $60€
€09/25/02 15:38:02.398 J1850               Rx $26 $10 $62 $83 $68 $0 $0 $0 $0€
